timestamp,raw_value,emg_voltage,filtered_value,muscle_state
7.96,969,0.78,0.78,active
7.97,973,0.78,0.78,active
7.98,973,0.78,0.78,active
7.99,971,0.78,0.78,active
8.0,972,0.78,0.78,active
8.01,969,0.78,0.78,active
8.02,973,0.78,0.78,active
8.03,973,0.78,0.78,active
8.04,972,0.78,0.78,active
8.05,974,0.78,0.78,active
8.06,973,0.78,0.78,active
8.07,971,0.78,0.78,active
8.08,970,0.78,0.78,active
8.09,973,0.78,0.78,active
8.1,970,0.78,0.78,active
8.11,978,0.79,0.78,active
8.12,971,0.78,0.78,active
8.13,974,0.78,0.78,active
8.14,972,0.78,0.78,active
8.15,974,0.78,0.78,active
8.16,974,0.78,0.78,active
8.17,972,0.78,0.78,active
8.18,972,0.78,0.78,active
8.19,973,0.78,0.78,active
8.2,973,0.78,0.78,active
8.21,972,0.78,0.78,active
8.22,968,0.78,0.78,active
8.23,973,0.78,0.78,active
8.24,973,0.78,0.78,active
8.25,974,0.78,0.78,active
8.26,969,0.78,0.78,active
8.27,972,0.78,0.78,active
8.28,970,0.78,0.78,active
8.29,970,0.78,0.78,active
8.3,970,0.78,0.78,active
8.31,972,0.78,0.78,active
8.32,972,0.78,0.78,active
8.33,973,0.78,0.78,active
8.34,974,0.78,0.78,active
8.35,970,0.78,0.78,active
8.36,968,0.78,0.78,active
8.37,973,0.78,0.78,active
8.38,974,0.78,0.78,active
8.39,973,0.78,0.78,active
8.4,972,0.78,0.78,active
8.41,970,0.78,0.78,active
8.42,974,0.78,0.78,active
8.43,969,0.78,0.78,active
8.44,975,0.79,0.78,active
8.45,973,0.78,0.78,active
8.46,973,0.78,0.78,active
8.47,973,0.78,0.78,active
8.48,972,0.78,0.78,active
8.49,972,0.78,0.78,active
8.5,973,0.78,0.78,active
8.51,974,0.78,0.78,active
