timestamp,emg_voltage,muscle_state
7.14,0.08,rest
7.15,0.09,rest
7.16,0.09,rest
7.17,0.09,rest
7.18,0.08,rest
7.19,0.08,rest
7.2,0.08,rest
7.21,0.08,rest
7.22,0.08,rest
7.23,0.08,rest
7.24,0.09,rest
7.25,0.09,rest
7.26,0.09,rest
7.27,0.1,rest
7.28,0.1,rest
7.29,0.11,rest
7.3,0.11,rest
7.31,0.11,rest
7.32,0.11,rest
7.33,0.11,rest
7.34,0.11,rest
7.35,0.11,rest
7.36,0.1,rest
7.37,0.1,rest
7.38,0.1,rest
7.39,0.1,rest
7.4,0.1,rest
7.41,0.1,rest
7.42,0.1,rest
7.43,0.09,rest
7.44,0.09,rest
7.45,0.08,rest
7.46,0.08,rest
7.47,0.08,rest
7.48,0.07,rest
7.49,0.07,rest
7.5,0.07,rest
7.51,0.07,rest
7.52,0.06,rest
7.53,0.06,rest
7.54,0.06,rest
7.55,0.06,rest
7.56,0.06,rest
7.57,0.05,rest
7.58,0.05,rest
7.59,0.05,rest
7.6,0.05,rest
7.61,0.05,rest
7.62,0.05,rest
7.63,0.04,rest
7.64,0.05,rest
7.65,0.05,rest
7.66,0.05,rest
7.67,0.05,rest
7.68,0.05,rest
7.69,0.05,rest
7.7,0.05,rest
7.71,0.04,rest
7.72,0.04,rest
7.73,0.05,rest
7.74,0.04,rest
7.75,0.05,rest
7.76,0.05,rest
7.77,0.05,rest
7.78,0.04,rest
7.79,0.04,rest
7.8,0.05,rest
7.81,0.05,rest
7.82,0.05,rest
7.83,0.05,rest
7.84,0.04,rest
7.85,0.04,rest
7.86,0.04,rest
7.87,0.04,rest
7.88,0.04,rest
7.89,0.04,rest
7.9,0.04,rest
7.91,0.04,rest
7.92,0.04,rest
7.93,0.04,rest
7.94,0.04,rest
7.95,0.04,rest
7.96,0.03,rest
7.97,0.04,rest
7.98,0.04,rest
7.99,0.03,rest
8.0,0.03,rest
8.01,0.03,rest
8.02,0.03,rest
8.03,0.03,rest
8.04,0.03,rest
8.05,0.03,rest
8.06,0.03,rest
8.07,0.03,rest
8.08,0.03,rest
8.09,0.03,rest
8.1,0.03,rest
8.11,0.03,rest
8.12,0.03,rest
8.13,0.03,rest
8.14,0.03,rest
8.15,0.03,rest
8.16,0.03,rest
8.17,0.03,rest
8.18,0.03,rest
8.19,0.03,rest
8.2,0.03,rest
8.21,0.03,rest
8.22,0.03,rest
8.23,0.03,rest
8.24,0.03,rest
8.25,0.03,rest
8.26,0.03,rest
8.27,0.03,rest
8.28,0.03,rest
8.29,0.03,rest
8.3,0.03,rest
8.31,0.03,rest
8.32,0.03,rest
8.33,0.03,rest
8.34,0.03,rest
8.35,0.03,rest
8.36,0.03,rest
8.37,0.03,rest
8.38,0.03,rest
8.39,0.03,rest
8.4,0.03,rest
8.41,0.03,rest
8.42,0.03,rest
8.43,0.03,rest
8.44,0.03,rest
8.45,0.03,rest
8.46,0.03,rest
8.47,0.03,rest
8.48,0.03,rest
8.49,0.03,rest
8.5,0.03,rest
8.51,0.03,rest
8.52,0.03,rest
8.53,0.03,rest
8.54,0.03,rest
8.55,0.03,rest
8.56,0.03,rest
8.57,0.03,rest
8.58,0.03,rest
8.59,0.03,rest
8.6,0.03,rest
8.61,0.03,rest
8.62,0.03,rest
8.63,0.03,rest
8.64,0.03,rest
8.65,0.03,rest
8.66,0.03,rest
8.67,0.03,rest
8.68,0.03,rest
8.69,0.03,rest
8.7,0.03,rest
8.71,0.03,rest
8.72,0.03,rest
8.73,0.03,rest
8.74,0.03,rest
8.75,0.03,rest
8.76,0.03,rest
8.77,0.03,rest
8.78,0.03,rest
8.79,0.03,rest
8.8,0.03,rest
8.81,0.03,rest
8.82,0.03,rest
8.83,0.03,rest
8.84,0.03,rest
8.85,0.03,rest
8.86,0.03,rest
8.87,0.03,rest
8.88,0.03,rest
8.89,0.03,rest
8.9,0.03,rest
8.91,0.03,rest
8.92,0.03,rest
8.93,0.03,rest
8.94,0.03,rest
8.95,0.03,rest
8.96,0.03,rest
8.97,0.02,rest
8.98,0.02,rest
8.99,0.03,rest
9.0,0.03,rest
9.01,0.03,rest
9.02,0.02,rest
9.03,0.02,rest
9.04,0.02,rest
9.05,0.02,rest
9.06,0.03,rest
9.07,0.03,rest
9.08,0.03,rest
9.09,0.03,rest
9.1,0.03,rest
9.11,0.03,rest
9.12,0.02,rest
9.13,0.02,rest
9.14,0.02,rest
9.15,0.02,rest
9.16,0.02,rest
9.17,0.02,rest
9.18,0.02,rest
9.19,0.03,rest
9.2,0.03,rest
9.21,0.03,rest
9.22,0.02,rest
9.23,0.02,rest
9.24,0.03,rest
9.25,0.02,rest
9.26,0.02,rest
9.27,0.02,rest
9.28,0.02,rest
9.29,0.02,rest
9.3,0.02,rest
9.31,0.03,rest
9.32,0.02,rest
9.33,0.02,rest
9.34,0.02,rest
9.35,0.02,rest
9.36,0.02,rest
9.37,0.03,rest
9.38,0.03,rest
9.39,0.03,rest
9.4,0.03,rest
9.41,0.03,rest
9.42,0.03,rest
9.43,0.03,rest
9.44,0.03,rest
9.45,0.03,rest
9.46,0.02,rest
9.47,0.03,rest
9.48,0.03,rest
9.49,0.03,rest
9.5,0.03,rest
9.51,0.03,rest
9.52,0.03,rest
9.53,0.03,rest
9.54,0.03,rest
9.55,0.03,rest
9.56,0.03,rest
9.57,0.03,rest
