timestamp,emg_voltage,muscle_state
3.97,0.18,rest
3.98,0.18,rest
3.99,0.18,rest
4.0,0.18,rest
4.01,0.18,rest
4.02,0.18,rest
4.03,0.18,rest
4.04,0.18,rest
4.05,0.18,rest
4.06,0.18,rest
4.07,0.18,rest
4.08,0.18,rest
4.09,0.18,rest
4.1,0.18,rest
4.11,0.18,rest
4.12,0.18,rest
4.13,0.18,rest
4.14,0.18,rest
4.15,0.18,rest
4.16,0.18,rest
4.17,0.18,rest
4.18,0.18,rest
4.19,0.18,rest
4.2,0.18,rest
4.21,0.18,rest
4.22,0.18,rest
4.23,0.18,rest
4.24,0.18,rest
4.25,0.18,rest
4.26,0.18,rest
4.27,0.18,rest
4.28,0.18,rest
4.29,0.18,rest
4.3,0.18,rest
4.31,0.18,rest
4.32,0.18,rest
4.33,0.18,rest
4.34,0.18,rest
4.35,0.18,rest
4.36,0.18,rest
4.37,0.18,rest
4.38,0.18,rest
4.39,0.18,rest
4.4,0.18,rest
4.41,0.18,rest
4.42,0.18,rest
4.43,0.18,rest
4.44,0.18,rest
4.45,0.18,rest
4.46,0.18,rest
4.47,0.18,rest
4.48,0.18,rest
4.49,0.18,rest
4.5,0.18,rest
4.51,0.18,rest
4.52,0.18,rest
4.53,0.18,rest
4.54,0.18,rest
4.55,0.18,rest
4.56,0.18,rest
4.57,0.18,rest
4.58,0.18,rest
4.59,0.18,rest
4.6,0.18,rest
4.61,0.18,rest
4.62,0.18,rest
4.63,0.18,rest
4.64,0.18,rest
4.65,0.18,rest
4.66,0.18,rest
4.67,0.18,rest
4.68,0.18,rest
4.69,0.18,rest
4.7,0.18,rest
4.71,0.18,rest
4.72,0.18,rest
4.73,0.18,rest
4.74,0.18,rest
4.75,0.18,rest
4.76,0.18,rest
4.77,0.18,rest
4.78,0.18,rest
4.79,0.18,rest
4.8,0.18,rest
4.81,0.18,rest
4.82,0.18,rest
4.83,0.18,rest
4.84,0.18,rest
4.85,0.18,rest
4.86,0.18,rest
4.87,0.18,rest
4.88,0.18,rest
4.89,0.18,rest
4.9,0.18,rest
4.91,0.18,rest
4.92,0.18,rest
4.93,0.18,rest
4.94,0.18,rest
4.95,0.18,rest
4.96,0.18,rest
4.97,0.18,rest
4.98,0.18,rest
4.99,0.18,rest
5.0,0.18,rest
5.01,0.18,rest
5.02,0.18,rest
5.03,0.18,rest
5.04,0.18,rest
5.05,0.18,rest
5.06,0.18,rest
5.07,0.19,rest
5.08,0.19,rest
5.09,0.19,rest
5.1,0.19,rest
5.11,0.19,rest
5.12,0.19,rest
5.13,0.19,rest
5.14,0.19,rest
5.15,0.19,rest
5.16,0.19,rest
5.17,0.19,rest
5.18,0.2,rest
5.19,0.2,rest
5.2,0.2,rest
5.21,0.2,rest
5.22,0.2,rest
5.23,0.21,rest
5.24,0.21,rest
5.25,0.22,rest
5.26,0.21,rest
5.27,0.22,rest
5.28,0.22,rest
5.29,0.22,rest
5.3,0.23,rest
5.31,0.23,rest
5.32,0.23,rest
5.33,0.23,rest
5.34,0.23,rest
5.35,0.23,rest
5.36,0.24,rest
5.37,0.24,rest
5.38,0.24,rest
5.39,0.24,rest
5.4,0.25,rest
5.41,0.25,rest
5.42,0.25,rest
5.43,0.25,rest
5.44,0.25,rest
5.45,0.25,rest
5.46,0.25,rest
5.47,0.25,rest
5.48,0.25,rest
5.49,0.25,rest
5.5,0.26,rest
5.51,0.26,rest
5.52,0.26,rest
5.53,0.27,rest
5.54,0.27,rest
5.55,0.28,rest
5.56,0.28,rest
5.57,0.29,rest
5.58,0.3,active
5.59,0.31,active
5.6,0.31,active
5.61,0.32,active
5.62,0.31,active
5.63,0.31,active
5.64,0.31,active
5.65,0.32,active
5.66,0.32,active
5.67,0.33,active
5.68,0.33,active
5.69,0.33,active
5.7,0.32,active
5.71,0.31,active
5.72,0.31,active
5.73,0.3,active
5.74,0.3,active
5.75,0.3,rest
5.76,0.3,rest
5.77,0.29,rest
5.78,0.3,rest
5.79,0.3,active
5.8,0.31,active
5.81,0.31,active
5.82,0.3,active
5.83,0.3,active
5.84,0.3,rest
5.85,0.3,active
5.86,0.31,active
5.87,0.32,active
5.88,0.34,active
5.89,0.35,active
5.9,0.35,active
5.91,0.34,active
5.92,0.33,active
5.93,0.32,active
5.94,0.33,active
5.95,0.34,active
5.96,0.34,active
5.97,0.35,active
5.98,0.35,active
5.99,0.35,active
6.0,0.34,active
6.01,0.34,active
6.02,0.33,active
6.03,0.32,active
6.04,0.31,active
6.05,0.31,active
6.06,0.32,active
6.07,0.31,active
6.08,0.31,active
6.09,0.31,active
6.1,0.31,active
6.11,0.31,active
6.12,0.31,active
6.13,0.31,active
6.14,0.31,active
6.15,0.31,active
6.16,0.32,active
6.17,0.32,active
6.18,0.32,active
6.19,0.32,active
6.2,0.31,active
6.21,0.31,active
6.22,0.3,active
6.23,0.31,active
6.24,0.31,active
6.25,0.31,active
6.26,0.32,active
6.27,0.32,active
6.28,0.32,active
6.29,0.32,active
6.3,0.32,active
6.31,0.32,active
6.32,0.32,active
6.33,0.31,active
6.34,0.31,active
6.35,0.31,active
6.36,0.31,active
6.37,0.31,active
6.38,0.31,active
6.39,0.31,active
6.4,0.31,active
6.41,0.32,active
6.42,0.32,active
6.43,0.33,active
6.44,0.33,active
6.45,0.33,active
6.46,0.33,active
6.47,0.33,active
6.48,0.34,active
6.49,0.35,active
6.5,0.36,active
6.51,0.37,active
6.52,0.37,active
6.53,0.38,active
6.54,0.39,active
6.55,0.39,active
6.56,0.39,active
6.57,0.38,active
6.58,0.38,active
6.59,0.37,active
6.6,0.37,active
6.61,0.37,active
6.62,0.36,active
6.63,0.35,active
6.64,0.36,active
6.65,0.35,active
6.66,0.35,active
6.67,0.34,active
6.68,0.33,active
6.69,0.33,active
6.7,0.32,active
6.71,0.32,active
6.72,0.33,active
6.73,0.34,active
6.74,0.35,active
6.75,0.35,active
6.76,0.34,active
6.77,0.34,active
6.78,0.34,active
6.79,0.34,active
6.8,0.35,active
6.81,0.35,active
6.82,0.35,active
6.83,0.34,active
6.84,0.33,active
6.85,0.32,active
6.86,0.32,active
6.87,0.32,active
6.88,0.32,active
6.89,0.32,active
6.9,0.32,active
6.91,0.31,active
6.92,0.3,active
6.93,0.3,rest
6.94,0.3,rest
6.95,0.3,active
6.96,0.3,active
6.97,0.31,active
6.98,0.31,active
6.99,0.31,active
7.0,0.31,active
7.01,0.3,active
7.02,0.31,active
7.03,0.32,active
7.04,0.33,active
7.05,0.34,active
7.06,0.35,active
7.07,0.34,active
7.08,0.34,active
7.09,0.34,active
7.1,0.33,active
7.11,0.34,active
7.12,0.34,active
7.13,0.34,active
7.14,0.34,active
7.15,0.34,active
7.16,0.33,active
7.17,0.32,active
7.18,0.31,active
7.19,0.32,active
7.2,0.32,active
7.21,0.32,active
7.22,0.32,active
7.23,0.32,active
7.24,0.31,active
7.25,0.31,active
7.26,0.3,active
7.27,0.29,rest
7.28,0.3,rest
7.29,0.3,active
7.3,0.32,active
7.31,0.32,active
7.32,0.32,active
7.33,0.32,active
7.34,0.32,active
7.35,0.32,active
7.36,0.33,active
7.37,0.34,active
7.38,0.35,active
7.39,0.35,active
7.4,0.35,active
7.41,0.34,active
7.42,0.34,active
7.43,0.34,active
7.44,0.34,active
7.45,0.34,active
7.46,0.35,active
7.47,0.37,active
7.48,0.37,active
7.49,0.39,active
7.5,0.39,active
7.51,0.39,active
7.52,0.38,active
7.53,0.37,active
7.54,0.37,active
7.55,0.37,active
7.56,0.37,active
7.57,0.37,active
7.58,0.37,active
7.59,0.36,active
7.6,0.35,active
7.61,0.36,active
7.62,0.36,active
7.63,0.37,active
7.64,0.37,active
7.65,0.37,active
7.66,0.37,active
7.67,0.38,active
7.68,0.38,active
7.69,0.39,active
7.7,0.4,active
7.71,0.4,active
7.72,0.4,active
7.73,0.38,active
7.74,0.37,active
7.75,0.37,active
7.76,0.36,active
7.77,0.36,active
7.78,0.37,active
7.79,0.38,active
7.8,0.37,active
7.81,0.37,active
7.82,0.36,active
7.83,0.35,active
7.84,0.34,active
7.85,0.35,active
7.86,0.35,active
7.87,0.36,active
7.88,0.37,active
7.89,0.36,active
7.9,0.35,active
7.91,0.34,active
7.92,0.34,active
7.93,0.33,active
7.94,0.33,active
7.95,0.34,active
7.96,0.37,active
7.97,0.39,active
7.98,0.4,active
7.99,0.4,active
8.0,0.39,active
8.01,0.38,active
8.02,0.38,active
8.03,0.39,active
8.04,0.4,active
8.05,0.42,active
8.06,0.42,active
8.07,0.42,active
8.08,0.41,active
8.09,0.39,active
8.1,0.37,active
8.11,0.36,active
8.12,0.37,active
8.13,0.39,active
8.14,0.39,active
8.15,0.4,active
8.16,0.4,active
8.17,0.39,active
8.18,0.37,active
8.19,0.36,active
8.2,0.35,active
8.21,0.37,active
8.22,0.38,active
8.23,0.38,active
8.24,0.38,active
8.25,0.38,active
8.26,0.37,active
8.27,0.35,active
8.28,0.35,active
8.29,0.35,active
8.3,0.36,active
8.31,0.37,active
8.32,0.39,active
8.33,0.4,active
8.34,0.4,active
8.35,0.39,active
8.36,0.38,active
8.37,0.37,active
8.38,0.38,active
8.39,0.39,active
8.4,0.4,active
8.41,0.4,active
8.42,0.39,active
8.43,0.38,active
8.44,0.36,active
8.45,0.34,active
8.46,0.32,active
8.47,0.31,active
8.48,0.3,rest
8.49,0.29,rest
8.5,0.27,rest
8.51,0.26,rest
8.52,0.25,rest
8.53,0.25,rest
8.54,0.24,rest
8.55,0.23,rest
8.56,0.23,rest
8.57,0.23,rest
8.58,0.22,rest
8.59,0.22,rest
8.6,0.21,rest
8.61,0.21,rest
8.62,0.21,rest
8.63,0.21,rest
8.64,0.21,rest
8.65,0.21,rest
8.66,0.21,rest
8.67,0.21,rest
8.68,0.21,rest
8.69,0.21,rest
8.7,0.21,rest
8.71,0.21,rest
8.72,0.21,rest
8.73,0.21,rest
8.74,0.21,rest
8.75,0.21,rest
8.76,0.21,rest
8.77,0.21,rest
8.78,0.21,rest
8.79,0.22,rest
8.8,0.22,rest
8.81,0.23,rest
8.82,0.23,rest
8.83,0.23,rest
8.84,0.24,rest
8.85,0.23,rest
8.86,0.24,rest
8.87,0.24,rest
8.88,0.24,rest
8.89,0.24,rest
8.9,0.24,rest
8.91,0.24,rest
8.92,0.24,rest
8.93,0.24,rest
8.94,0.23,rest
8.95,0.23,rest
8.96,0.23,rest
8.97,0.23,rest
8.98,0.22,rest
8.99,0.22,rest
9.0,0.21,rest
9.01,0.21,rest
9.02,0.21,rest
9.03,0.21,rest
9.04,0.2,rest
9.05,0.2,rest
9.06,0.2,rest
9.07,0.2,rest
9.08,0.19,rest
9.09,0.19,rest
9.1,0.19,rest
9.11,0.19,rest
9.12,0.19,rest
9.13,0.18,rest
9.14,0.18,rest
9.15,0.18,rest
9.16,0.18,rest
9.17,0.18,rest
9.18,0.18,rest
9.19,0.18,rest
9.2,0.18,rest
9.21,0.18,rest
9.22,0.18,rest
9.23,0.18,rest
9.24,0.18,rest
9.25,0.18,rest
9.26,0.18,rest
9.27,0.18,rest
9.28,0.18,rest
9.29,0.18,rest
9.3,0.18,rest
9.31,0.18,rest
9.32,0.18,rest
9.33,0.18,rest
9.34,0.18,rest
9.35,0.18,rest
9.36,0.18,rest
9.37,0.18,rest
9.38,0.18,rest
9.39,0.18,rest
9.4,0.18,rest
9.41,0.18,rest
9.42,0.18,rest
9.43,0.18,rest
9.44,0.18,rest
9.45,0.18,rest
9.46,0.18,rest
9.47,0.18,rest
9.48,0.18,rest
9.49,0.18,rest
9.5,0.18,rest
9.51,0.18,rest
9.52,0.18,rest
9.53,0.18,rest
9.54,0.18,rest
9.55,0.18,rest
9.56,0.18,rest
9.57,0.18,rest
9.58,0.18,rest
9.59,0.18,rest
9.6,0.18,rest
9.61,0.18,rest
9.62,0.18,rest
9.63,0.18,rest
9.64,0.18,rest
9.65,0.18,rest
9.66,0.18,rest
9.67,0.18,rest
9.68,0.18,rest
9.69,0.18,rest
9.7,0.18,rest
9.71,0.18,rest
9.72,0.18,rest
9.73,0.18,rest
9.74,0.18,rest
9.75,0.18,rest
9.76,0.18,rest
9.77,0.18,rest
9.78,0.18,rest
9.79,0.18,rest
9.8,0.18,rest
9.81,0.18,rest
9.82,0.18,rest
9.83,0.18,rest
9.84,0.18,rest
9.85,0.18,rest
9.86,0.18,rest
9.87,0.18,rest
9.88,0.18,rest
9.89,0.18,rest
9.9,0.18,rest
9.91,0.18,rest
9.92,0.18,rest
9.93,0.18,rest
9.94,0.18,rest
9.95,0.18,rest
9.96,0.18,rest
9.97,0.18,rest
9.98,0.18,rest
9.99,0.18,rest
10.0,0.18,rest
10.01,0.18,rest
10.02,0.18,rest
10.03,0.18,rest
10.04,0.18,rest
10.05,0.18,rest
10.06,0.18,rest
10.07,0.19,rest
10.08,0.18,rest
10.09,0.18,rest
10.1,0.18,rest
10.11,0.18,rest
10.12,0.19,rest
10.13,0.18,rest
10.14,0.19,rest
10.15,0.18,rest
10.16,0.18,rest
10.17,0.19,rest
10.18,0.19,rest
10.19,0.18,rest
10.2,0.18,rest
10.21,0.18,rest
10.22,0.19,rest
10.23,0.18,rest
10.24,0.19,rest
10.25,0.18,rest
10.26,0.18,rest
10.27,0.19,rest
10.28,0.18,rest
10.29,0.19,rest
10.3,0.19,rest
10.31,0.19,rest
10.32,0.18,rest
10.33,0.18,rest
10.34,0.18,rest
10.35,0.19,rest
10.36,0.18,rest
10.37,0.18,rest
10.38,0.18,rest
10.39,0.18,rest
10.4,0.18,rest
10.41,0.18,rest
10.42,0.18,rest
10.43,0.18,rest
10.44,0.18,rest
10.45,0.18,rest
10.46,0.18,rest
10.47,0.18,rest
10.48,0.19,rest
10.49,0.18,rest
10.5,0.18,rest
10.51,0.18,rest
10.52,0.18,rest
10.53,0.18,rest
10.54,0.18,rest
10.55,0.19,rest
10.56,0.19,rest
10.57,0.19,rest
10.58,0.18,rest
10.59,0.18,rest
10.6,0.18,rest
10.61,0.18,rest
10.62,0.18,rest
10.63,0.19,rest
10.64,0.19,rest
10.65,0.18,rest
10.66,0.18,rest
10.67,0.19,rest
10.68,0.18,rest
10.69,0.18,rest
10.7,0.18,rest
10.71,0.18,rest
10.72,0.18,rest
10.73,0.18,rest
10.74,0.18,rest
10.75,0.18,rest
10.76,0.18,rest
10.77,0.18,rest
10.78,0.18,rest
10.79,0.18,rest
10.8,0.18,rest
10.81,0.18,rest
10.82,0.18,rest
10.83,0.18,rest
10.84,0.18,rest
10.85,0.18,rest
10.86,0.18,rest
10.87,0.18,rest
10.88,0.18,rest
10.89,0.18,rest
10.9,0.18,rest
10.91,0.18,rest
10.92,0.18,rest
10.93,0.18,rest
10.94,0.18,rest
10.95,0.18,rest
10.96,0.18,rest
10.97,0.18,rest
10.98,0.18,rest
10.99,0.18,rest
11.0,0.18,rest
11.01,0.18,rest
11.02,0.18,rest
11.03,0.18,rest
11.04,0.18,rest
11.05,0.18,rest
11.06,0.18,rest
11.07,0.18,rest
11.08,0.18,rest
11.09,0.18,rest
11.1,0.18,rest
11.11,0.18,rest
11.12,0.18,rest
11.13,0.18,rest
11.14,0.18,rest
11.15,0.18,rest
11.16,0.18,rest
11.17,0.18,rest
11.18,0.18,rest
11.19,0.18,rest
11.2,0.18,rest
11.21,0.18,rest
11.22,0.18,rest
11.23,0.18,rest
11.24,0.18,rest
11.25,0.18,rest
11.26,0.18,rest
11.27,0.18,rest
11.28,0.18,rest
11.29,0.18,rest
11.3,0.18,rest
11.31,0.18,rest
11.32,0.18,rest
11.33,0.18,rest
11.34,0.18,rest
11.35,0.18,rest
11.36,0.18,rest
11.37,0.18,rest
11.38,0.18,rest
11.39,0.18,rest
11.4,0.18,rest
11.41,0.18,rest
11.42,0.18,rest
11.43,0.18,rest
11.44,0.19,rest
11.45,0.19,rest
11.46,0.19,rest
11.47,0.19,rest
11.48,0.2,rest
11.49,0.2,rest
11.5,0.21,rest
11.51,0.21,rest
11.52,0.22,rest
11.53,0.22,rest
11.54,0.23,rest
11.55,0.24,rest
11.56,0.25,rest
11.57,0.25,rest
11.58,0.26,rest
11.59,0.27,rest
11.6,0.27,rest
11.61,0.28,rest
11.62,0.28,rest
11.63,0.29,rest
11.64,0.29,rest
11.65,0.3,rest
11.66,0.3,rest
11.67,0.31,active
11.68,0.32,active
11.69,0.33,active
11.7,0.33,active
11.71,0.33,active
11.72,0.33,active
11.73,0.33,active
11.74,0.33,active
11.75,0.32,active
11.76,0.32,active
11.77,0.31,active
11.78,0.31,active
11.79,0.31,active
11.8,0.32,active
11.81,0.33,active
11.82,0.34,active
11.83,0.34,active
11.84,0.34,active
11.85,0.34,active
11.86,0.33,active
11.87,0.34,active
11.88,0.35,active
11.89,0.36,active
11.9,0.36,active
11.91,0.36,active
11.92,0.35,active
11.93,0.35,active
11.94,0.35,active
11.95,0.35,active
11.96,0.36,active
11.97,0.37,active
11.98,0.37,active
11.99,0.36,active
12.0,0.36,active
12.01,0.36,active
12.02,0.37,active
12.03,0.37,active
12.04,0.36,active
12.05,0.35,active
12.06,0.34,active
12.07,0.33,active
12.08,0.32,active
12.09,0.32,active
12.1,0.32,active
12.11,0.31,active
12.12,0.31,active
12.13,0.3,active
12.14,0.3,rest
12.15,0.29,rest
12.16,0.3,rest
12.17,0.31,active
12.18,0.33,active
12.19,0.33,active
12.2,0.34,active
12.21,0.34,active
12.22,0.35,active
12.23,0.35,active
12.24,0.36,active
12.25,0.36,active
12.26,0.36,active
12.27,0.36,active
12.28,0.36,active
12.29,0.36,active
12.3,0.36,active
12.31,0.36,active
12.32,0.36,active
12.33,0.35,active
12.34,0.34,active
12.35,0.33,active
12.36,0.33,active
12.37,0.34,active
12.38,0.35,active
12.39,0.36,active
12.4,0.36,active
12.41,0.36,active
12.42,0.35,active
12.43,0.34,active
12.44,0.33,active
12.45,0.32,active
12.46,0.32,active
12.47,0.33,active
12.48,0.34,active
12.49,0.34,active
12.5,0.33,active
12.51,0.33,active
12.52,0.32,active
12.53,0.32,active
12.54,0.32,active
12.55,0.32,active
12.56,0.32,active
12.57,0.32,active
12.58,0.31,active
12.59,0.3,active
12.6,0.29,rest
12.61,0.29,rest
12.62,0.29,rest
12.63,0.29,rest
12.64,0.29,rest
12.65,0.3,rest
12.66,0.3,rest
12.67,0.29,rest
12.68,0.3,rest
12.69,0.3,active
12.7,0.31,active
12.71,0.32,active
12.72,0.33,active
12.73,0.34,active
12.74,0.36,active
12.75,0.37,active
12.76,0.37,active
12.77,0.37,active
12.78,0.36,active
12.79,0.35,active
12.8,0.34,active
12.81,0.34,active
12.82,0.33,active
12.83,0.33,active
12.84,0.33,active
12.85,0.32,active
12.86,0.32,active
12.87,0.31,active
12.88,0.3,rest
12.89,0.29,rest
12.9,0.28,rest
12.91,0.27,rest
12.92,0.27,rest
12.93,0.27,rest
12.94,0.26,rest
12.95,0.25,rest
12.96,0.24,rest
12.97,0.24,rest
12.98,0.23,rest
12.99,0.23,rest
13.0,0.22,rest
13.01,0.22,rest
13.02,0.22,rest
13.03,0.22,rest
13.04,0.22,rest
